user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016714485.1	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__						GCA_013390615.1	95.0	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__Geothrix sp013390615	90.57	0.84	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	taxonomic classification defined by topology and ANI		GCF_000428885.1, s__Geothrix fermentans, 95.0, 85.01, 0.68; GCA_003538615.1, s__Geothrix sp003538615, 95.0, 85.0, 0.81; GCA_013334395.1, s__Geothrix sp013334395, 95.0, 84.12, 0.69; GCA_903857495.1, s__Geothrix sp903857495, 95.0, 83.98, 0.68; GCA_903937385.1, s__Geothrix sp903937385, 95.0, 83.86, 0.65; GCA_903863195.1, s__Geothrix sp903863195, 95.0, 83.85, 0.65; GCA_903839205.1, s__Geothrix sp903839205, 95.0, 83.62, 0.69; GCA_903884655.1, s__Geothrix sp903884655, 95.0, 83.36, 0.67; GCA_903913215.1, s__Geothrix sp903913215, 95.0, 83.28, 0.66; GCA_003158505.1, s__Geothrix sp003158505, 95.0, 83.14, 0.61; GCA_903890595.1, s__Geothrix sp903890595, 95.0, 83.02, 0.65; GCA_903886655.1, s__Geothrix sp903886655, 95.0, 82.92, 0.71; GCA_903843705.1, s__Geothrix sp903843705, 95.0, 82.9, 0.6; GCA_903919165.1, s__Geothrix sp903919165, 95.0, 82.87, 0.64; GCA_903840385.1, s__Geothrix sp903840385, 95.0, 82.79, 0.65; GCA_903927605.1, s__Geothrix sp903927605, 95.0, 82.7, 0.55; GCA_903876615.1, s__Geothrix sp903876615, 95.0, 82.46, 0.63; GCA_903873655.1, s__Geothrix sp903873655, 95.0, 82.42, 0.59; GCA_903880675.1, s__Geothrix sp903880675, 95.0, 82.36, 0.58	81.28	11	0.982171062	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016714495.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__	ANI		GCA_002483135.1, s__UBA7672 sp002483135, 95.0, 80.49, 0.48; GCA_002280725.1, s__UBA7672 sp002280725, 95.0, 80.12, 0.52; GCA_903831485.1, s__UBA7672 sp903831485, 95.0, 79.94, 0.57; GCA_903842595.1, s__UBA7672 sp903842595, 95.0, 79.35, 0.46; GCA_903831255.1, s__UBA7672 sp903831255, 95.0, 76.39, 0.12	82.93	11	0.959986831	Genome has more than 10.8% of markers with multiple hits
GCA_016714525.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ANI		GCA_002482845.1, s__OLB9 sp002482845, 95.0, 77.48, 0.14; GCA_001567255.1, s__OLB9 sp001567255, 95.0, 76.7, 0.06; GCA_014379665.1, s__OLB9 sp014379665, 95.0, 76.2, 0.08	91.44	11	0.940358152	
GCA_016714535.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__						GCA_013001815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__JABDLV01;s__JABDLV01 sp013001815	75.02	0.03	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__	taxonomic classification defined by topology and ANI			89.86	11	0.770157318	
GCA_016714565.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__											d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	ANI		GCA_013140605.1, s__OLB14 sp013140605, 95.0, 79.51, 0.44; GCA_002343775.1, s__OLB14 sp002343775, 95.0, 78.73, 0.34; GCA_003599285.1, s__OLB14 sp003599285, 95.0, 78.15, 0.41; GCA_903914955.1, s__OLB14 sp903914955, 95.0, 78.0, 0.31; GCA_013388795.1, s__OLB14 sp013388795, 95.0, 77.91, 0.33; GCA_013112685.1, s__OLB14 sp013112685, 95.0, 77.81, 0.28; GCA_014379595.1, s__OLB14 sp014379595, 95.0, 77.56, 0.23; GCA_008363285.1, s__OLB14 sp008363285, 95.0, 77.53, 0.25; GCA_903837815.1, s__OLB14 sp903837815, 95.0, 77.51, 0.24; GCA_009885525.1, s__OLB14 sp009885525, 95.0, 77.5, 0.26; GCA_900696595.1, s__OLB14 sp900696595, 95.0, 77.2, 0.26; GCA_009885945.1, s__OLB14 sp009885945, 95.0, 76.85, 0.15; GCA_001567105.1, s__OLB14 sp001567105, 95.0, 76.49, 0.1; GCA_002345215.1, s__OLB14 sp002345215, 95.0, 76.36, 0.14; GCA_011046595.1, s__OLB14 sp011046595, 95.0, 76.34, 0.14; GCA_003524705.1, s__OLB14 sp003524705, 95.0, 75.97, 0.13	85.88	11	0.953808491	
GCA_016714585.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED			86.28	11	0.82251342	
GCA_016714605.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1715;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED			81.24	11	0.764485814	
GCA_016714615.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED			92.95	11	0.669353855	
GCA_016714625.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__											d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	ANI		GCA_013140605.1, s__OLB14 sp013140605, 95.0, 79.98, 0.48; GCA_903914955.1, s__OLB14 sp903914955, 95.0, 78.89, 0.39; GCA_009885525.1, s__OLB14 sp009885525, 95.0, 78.28, 0.34; GCA_014379595.1, s__OLB14 sp014379595, 95.0, 78.26, 0.35; GCA_003599285.1, s__OLB14 sp003599285, 95.0, 77.64, 0.28; GCA_002343775.1, s__OLB14 sp002343775, 95.0, 77.48, 0.22; GCA_903837815.1, s__OLB14 sp903837815, 95.0, 77.34, 0.24; GCA_013388795.1, s__OLB14 sp013388795, 95.0, 77.16, 0.24; GCA_013112685.1, s__OLB14 sp013112685, 95.0, 77.07, 0.17; GCA_002345215.1, s__OLB14 sp002345215, 95.0, 76.69, 0.12; GCA_009885945.1, s__OLB14 sp009885945, 95.0, 76.64, 0.15; GCA_008363285.1, s__OLB14 sp008363285, 95.0, 76.62, 0.15; GCA_900696595.1, s__OLB14 sp900696595, 95.0, 76.45, 0.19; GCA_003524705.1, s__OLB14 sp003524705, 95.0, 76.01, 0.12; GCA_001567105.1, s__OLB14 sp001567105, 95.0, 75.95, 0.12; GCA_011046595.1, s__OLB14 sp011046595, 95.0, 75.94, 0.12	78.7	11	0.971861483	
GCA_016714645.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__M0108;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	taxonomic novelty determined using RED			97.16	11	0.925217452	
GCA_016714685.1	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__						GCA_013390615.1	95.0	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__Geothrix sp013390615	90.52	0.8	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	taxonomic classification defined by topology and ANI		GCA_003538615.1, s__Geothrix sp003538615, 95.0, 84.9, 0.83; GCF_000428885.1, s__Geothrix fermentans, 95.0, 84.88, 0.71; GCA_013334395.1, s__Geothrix sp013334395, 95.0, 84.08, 0.7; GCA_903857495.1, s__Geothrix sp903857495, 95.0, 83.98, 0.65; GCA_903863195.1, s__Geothrix sp903863195, 95.0, 83.79, 0.65; GCA_903937385.1, s__Geothrix sp903937385, 95.0, 83.73, 0.64; GCA_903839205.1, s__Geothrix sp903839205, 95.0, 83.63, 0.7; GCA_903884655.1, s__Geothrix sp903884655, 95.0, 83.39, 0.64; GCA_903913215.1, s__Geothrix sp903913215, 95.0, 83.27, 0.64; GCA_903890595.1, s__Geothrix sp903890595, 95.0, 83.08, 0.64; GCA_003158505.1, s__Geothrix sp003158505, 95.0, 82.95, 0.62; GCA_903843705.1, s__Geothrix sp903843705, 95.0, 82.86, 0.6; GCA_903840385.1, s__Geothrix sp903840385, 95.0, 82.85, 0.64; GCA_903886655.1, s__Geothrix sp903886655, 95.0, 82.85, 0.7; GCA_903919165.1, s__Geothrix sp903919165, 95.0, 82.79, 0.65; GCA_903927605.1, s__Geothrix sp903927605, 95.0, 82.67, 0.58; GCA_903873655.1, s__Geothrix sp903873655, 95.0, 82.39, 0.61; GCA_903876615.1, s__Geothrix sp903876615, 95.0, 82.33, 0.66; GCA_903880675.1, s__Geothrix sp903880675, 95.0, 82.29, 0.59	91.68	11	0.980234342	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016714695.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__						GCA_013414645.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405	77.07	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI			88.49	11	0.932621701	
GCA_016714715.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED			86.46	11	0.867557845	
GCA_016714745.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__						GCA_003158755.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__FEN-1173;s__FEN-1173 sp003158755	75.41	0.03	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__;g__;s__	taxonomic classification defined by topology and ANI			76.12	11	0.79533497	
GCA_016714765.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ANI		GCA_002482845.1, s__OLB9 sp002482845, 95.0, 77.1, 0.13; GCA_014379665.1, s__OLB9 sp014379665, 95.0, 76.55, 0.11; GCA_001567255.1, s__OLB9 sp001567255, 95.0, 76.14, 0.06	87.21	11	0.942689555	
GCA_016714785.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ANI		GCA_002482845.1, s__OLB9 sp002482845, 95.0, 81.0, 0.23; GCA_014379665.1, s__OLB9 sp014379665, 95.0, 76.56, 0.09; GCA_001567255.1, s__OLB9 sp001567255, 95.0, 76.22, 0.06	92.65	11	0.943077983	
GCA_016714795.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Chakrabartia;s__						GCA_002478575.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Chakrabartia;s__Chakrabartia sp002478575	76.35	0.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Chakrabartia;s__	taxonomic classification defined by topology and ANI		GCF_005518185.1, s__Chakrabartia godavariana, 95.0, 78.56, 0.36; GCA_903839675.1, s__Chakrabartia sp903839675, 95.0, 78.0, 0.32; GCA_903958285.1, s__Chakrabartia sp903958285, 95.0, 77.93, 0.3; GCA_009923795.1, s__Chakrabartia sp009923795, 95.0, 77.53, 0.26; GCA_009920915.1, s__Chakrabartia sp009920915, 95.0, 77.24, 0.23	91.24	11	0.939191536	
GCA_016714815.1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__						GCA_002414905.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__UBA5066 sp002414905	84.47	0.73	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__;s__	taxonomic classification defined by topology and ANI			89.3	11	0.959692812	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016714845.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	78.02	0.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.96, 0.43; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.76, 0.4; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 79.74, 0.35; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 79.45, 0.33; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 79.14, 0.3; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 79.09, 0.31; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 79.04, 0.29; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 78.62, 0.28	92.2	11	0.925816846	
GCA_016714865.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI		GCF_002127295.1, s__JJ008 sp002127295, 95.0, 77.79, 0.34; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 77.54, 0.32; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.06, 0.21; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 76.82, 0.19; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 76.81, 0.17; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 76.78, 0.16; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 76.73, 0.15; GCA_002069045.1, s__JJ008 sp002069045, 95.0, 76.59, 0.16; GCA_005791465.1, s__JJ008 sp005791465, 95.0, 76.23, 0.09; GCA_903879995.1, s__JJ008 sp903879995, 95.0, 76.14, 0.08; GCA_002342205.1, s__JJ008 sp002342205, 95.0, 76.03, 0.11; GCA_014190475.1, s__JJ008 sp014190475, 95.0, 75.81, 0.08; GCA_002378975.1, s__JJ008 sp002378975, 95.0, 75.5, 0.04; GCA_003489485.1, s__JJ008 sp003489485, 95.0, 75.36, 0.05; GCA_005789565.1, s__JJ008 sp005789565, 95.0, 75.23, 0.02	87.17	11	0.959914299	
GCA_016714885.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__	taxonomic classification defined by topology and ANI		GCA_003402375.1, s__Nitrotoga sp003402375, 95.0, 94.09, 0.81; GCA_003402315.1, s__Nitrotoga sp003402315, 95.0, 93.36, 0.82; GCA_003402345.1, s__Nitrotoga sp003402345, 95.0, 93.33, 0.85; GCF_013168275.1, s__Nitrotoga sp013168275, 95.0, 87.58, 0.72; GCA_903878125.1, s__Nitrotoga sp903878125, 95.0, 87.22, 0.75; GCA_003402285.1, s__Nitrotoga sp003402285, 95.0, 85.48, 0.67; GCA_009885195.1, s__Nitrotoga sp009885195, 95.0, 77.06, 0.28; GCA_002470125.1, s__Nitrotoga sp002470125, 95.0, 76.81, 0.24	95.2	11	0.988984077	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016714895.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED			94.24	11	0.900916653	
GCA_016714905.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__						GCA_014378065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp014378065	77.68	0.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI		GCA_012837155.1, s__Flavobacterium sp012837155, 95.0, 78.62, 0.17; GCF_014281985.1, s__Flavobacterium sp014281985, 95.0, 78.41, 0.17; GCF_002920895.1, s__Flavobacterium alvei, 95.0, 78.31, 0.19; GCF_000737695.1, s__Flavobacterium hydatis, 95.0, 78.29, 0.16; GCF_009711165.1, s__Flavobacterium sp009711165, 95.0, 78.28, 0.15; GCF_000812945.1, s__Flavobacterium sp000812945, 95.0, 78.28, 0.2; GCF_000744835.1, s__Flavobacterium sp000744835, 95.0, 78.2, 0.18; GCF_003668995.1, s__Flavobacterium sp003668995, 95.0, 78.19, 0.18; GCF_000735715.2, s__Flavobacterium chungangense, 95.0, 78.19, 0.14; GCF_003634825.1, s__Flavobacterium sp003634825, 95.0, 78.19, 0.2; GCF_007109225.1, s__Flavobacterium sp007109225, 95.0, 78.17, 0.15; GCF_002754315.1, s__Flavobacterium sp002754315, 95.0, 78.16, 0.19; GCF_001975985.1, s__Flavobacterium sp001975985, 95.0, 78.16, 0.16; GCF_008806775.1, s__Flavobacterium luteum, 95.0, 78.14, 0.25; GCF_014305095.1, s__Flavobacterium sp014305095, 95.0, 78.12, 0.14; GCF_001662485.1, s__Flavobacterium succinicans_A, 95.0, 78.11, 0.15; GCA_001800905.1, s__Flavobacterium sp001800905, 95.0, 78.1, 0.24; GCF_014305155.1, s__Flavobacterium sp014305155, 95.0, 78.09, 0.15; GCF_007097245.1, s__Flavobacterium sp007097245, 95.0, 78.08, 0.17; GCF_007097365.1, s__Flavobacterium sp007097365, 95.0, 78.06, 0.2; GCF_002001005.1, s__Flavobacterium sp002001005, 95.0, 78.05, 0.17; GCA_002382495.1, s__Flavobacterium sp002382495, 95.0, 78.05, 0.19; GCF_013284035.1, s__Flavobacterium sp003096795, 95.0, 78.05, 0.17; GCF_004349315.1, s__Flavobacterium sp004349315, 95.0, 78.04, 0.18; GCF_900142695.1, s__Flavobacterium xanthum, 95.0, 78.02, 0.18; GCF_004349145.1, s__Flavobacterium hiemivividum, 95.0, 78.02, 0.13; GCA_009664855.1, s__Flavobacterium sp009664855, 95.0, 78.02, 0.15; GCF_004345565.1, s__Flavobacterium circumlabens, 95.0, 78.02, 0.14; GCF_003314435.2, s__Flavobacterium petrolei, 95.0, 78.0, 0.18; GCA_000439025.2, s__Flavobacterium sp000439025, 95.0, 77.97, 0.21; GCF_004349355.1, s__Flavobacterium cellulosilyticum, 95.0, 77.97, 0.17; GCF_000252125.1, s__Flavobacterium frigoris_A, 95.0, 77.97, 0.15; GCF_000282055.1, s__Flavobacterium sp000282055, 95.0, 77.96, 0.16; GCF_902506345.1, s__Flavobacterium sp902506345, 95.0, 77.95, 0.19; GCF_003097635.1, s__Flavobacterium psychrotolerans, 95.0, 77.94, 0.24; GCF_003254745.1, s__Flavobacterium aquariorum, 95.0, 77.94, 0.17; GCF_000422705.1, s__Flavobacterium soli, 95.0, 77.93, 0.19; GCF_007097285.1, s__Flavobacterium sp007097285, 95.0, 77.93, 0.19; GCF_900129545.1, s__Flavobacterium fluvii, 95.0, 77.93, 0.2; GCF_000708595.2, s__Flavobacterium sp000708595, 95.0, 77.92, 0.19; GCA_903839195.1, s__Flavobacterium sp903839195, 95.0, 77.91, 0.29; GCF_011365745.1, s__Flavobacterium sp011365745, 95.0, 77.91, 0.15; GCF_900142885.1, s__Flavobacterium xinjiangense, 95.0, 77.88, 0.2; GCF_900129705.1, s__Flavobacterium granuli, 95.0, 77.87, 0.15; GCA_002413745.1, s__Flavobacterium sp002413745, 95.0, 77.86, 0.19; GCF_003097655.1, s__Flavobacterium sp003097655, 95.0, 77.85, 0.18; GCF_900106645.1, s__Flavobacterium degerlachei, 95.0, 77.85, 0.14; GCF_003968755.1, s__Flavobacterium sp003968755, 95.0, 77.84, 0.16; GCF_003634755.1, s__Flavobacterium limicola, 95.0, 77.84, 0.19; GCF_004339525.1, s__Flavobacterium sp004339525, 95.0, 77.84, 0.19; GCF_002150205.1, s__Flavobacterium sp002150205, 95.0, 77.83, 0.14; GCF_001686925.1, s__Flavobacterium piscis, 95.0, 77.82, 0.17; GCF_900142715.1, s__Flavobacterium pectinovorum, 95.0, 77.81, 0.17; GCF_009764685.1, s__Flavobacterium sp009764685, 95.0, 77.8, 0.15; GCF_003350545.1, s__Flavobacterium glaciei, 95.0, 77.78, 0.17; GCA_903819815.1, s__Flavobacterium sp903819815, 95.0, 77.78, 0.23; GCF_001404985.1, s__Flavobacterium aquidurense_B, 95.0, 77.78, 0.17; GCF_007830355.1, s__Flavobacterium tiangeerense, 95.0, 77.77, 0.15; GCF_001427905.1, s__Flavobacterium sp001427905, 95.0, 77.77, 0.17; GCF_900112975.1, s__Flavobacterium xueshanense, 95.0, 77.77, 0.2; GCF_000832125.1, s__Flavobacterium hibernum, 95.0, 77.77, 0.17; GCF_002217285.1, s__Flavobacterium hercynium, 95.0, 77.77, 0.15; GCF_004349085.1, s__Flavobacterium caseinilyticum, 95.0, 77.76, 0.17; GCF_009674775.1, s__Flavobacterium sp009674775, 95.0, 77.75, 0.16; GCF_003688495.1, s__Flavobacterium weaverense, 95.0, 77.74, 0.14; GCA_009926065.1, s__Flavobacterium sp009926065, 95.0, 77.73, 0.23; GCF_007097385.1, s__Flavobacterium sp007097385, 95.0, 77.73, 0.19; GCF_900129575.1, s__Flavobacterium segetis, 95.0, 77.72, 0.14; GCF_902804475.1, s__Flavobacterium sp902804475, 95.0, 77.72, 0.16; GCF_002754195.1, s__Flavobacterium sp002754195, 95.0, 77.72, 0.19; GCF_003312425.1, s__Flavobacterium psychrolimnae, 95.0, 77.71, 0.19; GCF_900110375.1, s__Flavobacterium sinopsychrotolerans, 95.0, 77.71, 0.18; GCF_001507425.1, s__Flavobacterium sp001507425, 95.0, 77.71, 0.18; GCF_001422725.1, s__Flavobacterium sp001422725, 95.0, 77.7, 0.17; GCF_003688345.1, s__Flavobacterium sp003688345, 95.0, 77.69, 0.17; GCF_000611675.1, s__Flavobacterium succinicans, 95.0, 77.69, 0.17; GCF_009789235.1, s__Flavobacterium sp009789235, 95.0, 77.69, 0.19; GCF_004362015.1, s__Flavobacterium sp004362015, 95.0, 77.68, 0.17; GCF_000813005.1, s__Flavobacterium sp000813005, 95.0, 77.65, 0.17; GCA_900107365.1, s__Flavobacterium aquidurense, 95.0, 77.65, 0.16; GCF_900099915.1, s__Flavobacterium omnivorum, 95.0, 77.64, 0.17; GCF_004368785.1, s__Flavobacterium sp004368785, 95.0, 77.64, 0.18; GCF_001529295.1, s__Flavobacterium sp001529295, 95.0, 77.64, 0.14; GCF_900108015.1, s__Flavobacterium urumqiense, 95.0, 77.63, 0.19; GCF_900142735.1, s__Flavobacterium saccharophilum, 95.0, 77.63, 0.17; GCF_000426145.1, s__Flavobacterium sp000426145, 95.0, 77.63, 0.17; GCF_006438875.1, s__Flavobacterium pectinovorum_A, 95.0, 77.61, 0.18; GCF_003217415.1, s__Flavobacterium sp003217415, 95.0, 77.59, 0.17; GCA_014379405.1, s__Flavobacterium sp014379405, 95.0, 77.59, 0.18; GCF_004349195.1, s__Flavobacterium sp004349195, 95.0, 77.59, 0.2; GCF_009707955.1, s__Flavobacterium sp009707955, 95.0, 77.57, 0.19; GCF_003202405.1, s__Flavobacterium sp003202405, 95.0, 77.56, 0.16; GCA_903879875.1, s__Flavobacterium sp903879875, 95.0, 77.52, 0.19; GCA_903861155.1, s__Flavobacterium sp903861155, 95.0, 77.46, 0.19; GCA_903837025.1, s__Flavobacterium sp903837025, 95.0, 77.26, 0.16; GCA_009693635.1, s__Flavobacterium sp009693635, 95.0, 77.15, 0.23; GCA_903824755.1, s__Flavobacterium sp903824755, 95.0, 76.9, 0.23; GCA_010365135.1, s__Flavobacterium sp010365135, 95.0, 76.89, 0.17; GCA_013823965.1, s__Flavobacterium sp013823965, 95.0, 76.87, 0.17	86.98	11	0.966878638	
GCA_016714935.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__	ANI		GCF_012940005.1, s__Accumulibacter phosphatis_H, 95.0, 81.47, 0.55; GCF_000024165.1, s__Accumulibacter phosphatis_C, 95.0, 80.79, 0.52; GCA_002425405.1, s__Accumulibacter phosphatis_E, 95.0, 80.68, 0.48; GCF_005889575.1, s__Accumulibacter sp000584975, 95.0, 80.46, 0.47; GCF_900089955.1, s__Accumulibacter aalborgensis, 95.0, 80.36, 0.48; GCA_002345025.1, s__Accumulibacter phosphatis_B, 95.0, 79.77, 0.43; GCA_000585075.1, s__Accumulibacter sp000585075, 95.0, 79.71, 0.43; GCA_013347225.1, s__Accumulibacter sp005524045, 95.0, 79.63, 0.45; GCF_012939955.1, s__Accumulibacter phosphatis_G, 95.0, 79.46, 0.41; GCA_000987445.1, s__Accumulibacter phosphatis_A, 95.0, 79.38, 0.44; GCA_000585015.1, s__Accumulibacter sp000585015, 95.0, 79.3, 0.4; GCA_003332265.1, s__Accumulibacter phosphatis_F, 95.0, 79.17, 0.39; GCA_000585055.1, s__Accumulibacter sp000585055, 95.0, 79.15, 0.38	94.38	11	0.955106581	
