genome_id,source,Level,WGS,Chrs,BioSample,strain,organism,genus,species,closest_placement_reference
GCA_016719615.1,ncbi,Contig,JADJYQ000000000,undefined,SAMN16426234,Lyne_18-Q3-R50-59_BATAC.473,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016718505.1,ncbi,Contig,JADKDE000000000,undefined,SAMN16426356,OdNW_18-Q3-R42-56_BAT3C.227,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016718465.1,ncbi,Contig,JADKDG000000000,undefined,SAMN16426358,OdNW_18-Q3-R42-56_BAT3C.339,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016718895.1,ncbi,Contig,JADKCN000000000,undefined,SAMN16426339,OdNE_18-Q3-R46-58_MAXAC.056,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016719085.1,ncbi,Contig,JADKAY000000000,undefined,SAMN16426297,Mari_18-Q3-R65-66_MAXAC.015,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016708265.1,ncbi,Contig,JADJGA000000000,undefined,SAMN16425708,Bjer_18-Q3-R1-45_MAXAC.214,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016708675.1,ncbi,Contig,JADJFF000000000,undefined,SAMN16425687,Bjer_18-Q3-R1-45_BATAC.496,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016706665.1,ncbi,Contig,JADJJD000000000,undefined,SAMN16425793,Ejby_18-Q3-R6-50_BATAC.240,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016706585.1,ncbi,Contig,JADJJG000000000,undefined,SAMN16425796,Ejby_18-Q3-R6-50_BATAC.272,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016706925.1,ncbi,Contig,JADJIR000000000,undefined,SAMN16425781,Ejby_18-Q3-R6-50_BAT3C.142_sub,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016707125.1,ncbi,Contig,JADJIG000000000,undefined,SAMN16425769,Ega_18-Q3-R5-49_MAXAC.048,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016707225.1,ncbi,Contig,JADJID000000000,undefined,SAMN16425766,Ega_18-Q3-R5-49_MAXAC.016,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016707555.1,ncbi,Contig,JADJHK000000000,undefined,SAMN16425747,Ega_18-Q3-R5-49_BAT3C.165_sub,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016707545.1,ncbi,Contig,JADJHM000000000,undefined,SAMN16425749,Ega_18-Q3-R5-49_BAT3C.215,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016707665.1,ncbi,Contig,JADJHI000000000,undefined,SAMN16425745,Ega_18-Q3-R5-49_BAT3C.104,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016707695.1,ncbi,Contig,JADJHH000000000,undefined,SAMN16425744,Damh_18-Q3-R51-60_MAXAC.246,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016709375.1,ncbi,Contig,JADJMX000000000,undefined,SAMN16425894,EsbW_18-Q3-R4-48_MAXAC.007,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016709995.1,ncbi,Contig,JADJLQ000000000,undefined,SAMN16425860,EsbW_18-Q3-R4-48_BAT3C.222,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710025.1,ncbi,Contig,JADJLU000000000,undefined,SAMN16425864,EsbW_18-Q3-R4-48_BAT3C.281,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016709475.1,ncbi,Contig,JADJMT000000000,undefined,SAMN16425890,EsbW_18-Q3-R4-48_BATAC.476_sub,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711145.1,ncbi,Contig,JADJTN000000000,undefined,SAMN16426084,Hirt_18-Q3-R61-65_BAT3C.307,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711125.1,ncbi,Contig,JADJTQ000000000,undefined,SAMN16426088,Hirt_18-Q3-R61-65_BAT3C.449,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710925.1,ncbi,Contig,JADJTZ000000000,undefined,SAMN16426097,Hirt_18-Q3-R61-65_BATAC.270,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711385.1,ncbi,Contig,JADJTC000000000,undefined,SAMN16426073,Hade_18-Q3-R52-61_MAXAC.344,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711515.1,ncbi,Contig,JADJSU000000000,undefined,SAMN16426065,Hade_18-Q3-R52-61_MAXAC.092,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711575.1,ncbi,Contig,JADJSR000000000,undefined,SAMN16426062,Hade_18-Q3-R52-61_MAXAC.064,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016711565.1,ncbi,Contig,JADJSW000000000,undefined,SAMN16426067,Hade_18-Q3-R52-61_MAXAC.112,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710115.1,ncbi,Contig,JADJLN000000000,undefined,SAMN16425857,EsbW_18-Q3-R4-48_BAT3C.148,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710485.1,ncbi,Contig,JADJVT000000000,undefined,SAMN16426146,Hjor_18-Q3-R7-51_MAXAC.008,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710265.1,ncbi,Contig,JADJJL000000000,undefined,SAMN16425801,Ejby_18-Q3-R6-50_BATAC.463,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710235.1,ncbi,Contig,JADJLG000000000,undefined,SAMN16425850,EsbE_18-Q3-R3-47_MAXAC.169,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710625.1,ncbi,Contig,JADJVK000000000,undefined,SAMN16426137,Hjor_18-Q3-R7-51_BATAC.116,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710585.1,ncbi,Contig,JADJVN000000000,undefined,SAMN16426140,Hjor_18-Q3-R7-51_BATAC.198,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710875.1,ncbi,Contig,JADJUA000000000,undefined,SAMN16426098,Hirt_18-Q3-R61-65_BATAC.343,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016710835.1,ncbi,Contig,JADJUH000000000,undefined,SAMN16426105,Hirt_18-Q3-R61-65_BATAC.511,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016704045.1,ncbi,Contig,JADJAX000000000,undefined,SAMN16425569,AalW_18-Q3-R10-53_MAXAC.054,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016704015.1,ncbi,Contig,JADJBA000000000,undefined,SAMN16425572,AalW_18-Q3-R10-53_MAXAC.123,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016704395.1,ncbi,Contig,JADJAF000000000,undefined,SAMN16425551,AalW_18-Q3-R10-53_BATAC.324,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016704165.1,ncbi,Contig,JADJAR000000000,undefined,SAMN16425563,AalW_18-Q3-R10-53_BATAC.906,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016704955.1,ncbi,Contig,JADIZD000000000,undefined,SAMN16425521,AalE_18-Q3-R2-46_MAXAC.064,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016705015.1,ncbi,Contig,JADIZA000000000,undefined,SAMN16425518,AalE_18-Q3-R2-46_MAXAC.020,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016704575.1,ncbi,Contig,JADIZY000000000,undefined,SAMN16425544,AalW_18-Q3-R10-53_BATAC.11,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016704595.1,ncbi,Contig,JADIZW000000000,undefined,SAMN16425542,AalW_18-Q3-R10-53_BAT3C.64,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016705285.1,ncbi,Contig,JADIYL000000000,undefined,SAMN16425503,AalE_18-Q3-R2-46_BATAC.147,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016705435.1,ncbi,Contig,JADIYF000000000,undefined,SAMN16425497,AalE_18-Q3-R2-46_BAT3C.229,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016705745.1,ncbi,Contig,JADJKX000000000,undefined,SAMN16425841,EsbE_18-Q3-R3-47_MAXAC.073,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016705665.1,ncbi,Contig,JADJLD000000000,undefined,SAMN16425847,EsbE_18-Q3-R3-47_MAXAC.154,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016706465.1,ncbi,Contig,JADJJO000000000,undefined,SAMN16425804,Ejby_18-Q3-R6-50_MAXAC.047,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016706365.1,ncbi,Contig,JADJJU000000000,undefined,SAMN16425811,Ejby_18-Q3-R6-50_MAXAC.240,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016706025.1,ncbi,Contig,JADJKK000000000,undefined,SAMN16425828,EsbE_18-Q3-R3-47_BATAC.232,Saprospiraceae bacterium,Saprospiraceae,bacterium,
GCA_016705195.1,ncbi,Contig,JADIYR000000000,undefined,SAMN16425509,AalE_18-Q3-R2-46_BATAC.29,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016703765.1,ncbi,Contig,JADJBL000000000,undefined,SAMN16425583,AalW_18-Q3-R10-53_MAXAC.392,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016710225.1,ncbi,Contig,JADJLH000000000,undefined,SAMN16425851,EsbE_18-Q3-R3-47_MAXAC.180,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016711605.1,ncbi,Contig,JADJSS000000000,undefined,SAMN16426063,Hade_18-Q3-R52-61_MAXAC.079,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016711045.1,ncbi,Contig,JADJTT000000000,undefined,SAMN16426091,Hirt_18-Q3-R61-65_BAT3C.578,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016709465.1,ncbi,Contig,JADJMU000000000,undefined,SAMN16425891,EsbW_18-Q3-R4-48_BATAC.523,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016709195.1,ncbi,Contig,JADJEJ000000000,undefined,SAMN16425663,Aved_18-Q3-R54-62_MAXAC.439,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016719895.1,ncbi,Contig,JADJYG000000000,undefined,SAMN16426223,Lyne_18-Q3-R50-59_BATAC.172,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016702455.1,ncbi,Contig,JADJEB000000000,undefined,SAMN16425655,Aved_18-Q3-R54-62_MAXAC.386,Saprospirales bacterium,Saprospirales,bacterium,
GCA_016709515.1,ncbi,Contig,JADJMQ000000000,undefined,SAMN16425887,EsbW_18-Q3-R4-48_BATAC.453,Simplicispira sp.,Simplicispira,sp.,
GCA_016712175.1,ncbi,Contig,JADJRQ000000000,undefined,SAMN16426035,Hade_18-Q3-R52-61_BAT3C.352,Solirubrobacterales bacterium,Solirubrobacterales,bacterium,
GCA_016715905.1,ncbi,Contig,JADJXI000000000,undefined,SAMN16426193,Kalu_18-Q3-R12-55_MAXAC.082,Sphingobacteriaceae bacterium,Sphingobacteriaceae,bacterium,
GCA_016714245.1,ncbi,Contig,JADJNO000000000,undefined,SAMN16425911,EsbW_18-Q3-R4-48_MAXAC.154,Sphingobacteriaceae bacterium,Sphingobacteriaceae,bacterium,
GCA_016709575.1,ncbi,Contig,JADJMM000000000,undefined,SAMN16425883,EsbW_18-Q3-R4-48_BATAC.389,Sphingobacteriaceae bacterium,Sphingobacteriaceae,bacterium,
GCA_016704255.1,ncbi,Contig,JADJAN000000000,undefined,SAMN16425559,AalW_18-Q3-R10-53_BATAC.545,Sphingobacteriaceae bacterium,Sphingobacteriaceae,bacterium,
GCA_016705695.1,ncbi,Contig,JADJLA000000000,undefined,SAMN16425844,EsbE_18-Q3-R3-47_MAXAC.117_sub,Sphingobacteriaceae bacterium,Sphingobacteriaceae,bacterium,
GCA_016706405.1,ncbi,Contig,JADJJT000000000,undefined,SAMN16425810,Ejby_18-Q3-R6-50_MAXAC.201,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016703795.1,ncbi,Contig,JADJBI000000000,undefined,SAMN16425580,AalW_18-Q3-R10-53_MAXAC.353,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016711295.1,ncbi,Contig,JADJTE000000000,undefined,SAMN16426075,Hade_18-Q3-R52-61_MAXAC.389,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016711285.1,ncbi,Contig,JADJTG000000000,undefined,SAMN16426077,Hirt_18-Q3-R61-65_BAT3C.134,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016708305.1,ncbi,Contig,JADJGB000000000,undefined,SAMN16425709,Bjer_18-Q3-R1-45_MAXAC.222,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016715545.1,ncbi,Contig,JADJZX000000000,undefined,SAMN16426267,Lyne_18-Q3-R50-59_MAXAC.278,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016721245.1,ncbi,Contig,JADKIQ000000000,undefined,SAMN16426502,Skiv_18-Q3-R9-52_MAXAC.081,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016720185.1,ncbi,Contig,JADKLD000000000,undefined,SAMN16426570,Viby_18-Q3-R106-67_MAXAC.158,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016718845.1,ncbi,Contig,JADKCK000000000,undefined,SAMN16426336,OdNE_18-Q3-R46-58_MAXAC.028,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016719635.1,ncbi,Contig,JADJYT000000000,undefined,SAMN16426237,Lyne_18-Q3-R50-59_BATAC.569,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016699615.1,ncbi,Chromosome,undefined,1,SAMN16425969,Fred_18-Q3-R57-64_BATAC.414,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016700115.1,ncbi,Complete genome,undefined,1,SAMN16426189,Kalu_18-Q3-R12-55_MAXAC.067_cln,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016702425.1,ncbi,Contig,JADJDZ000000000,undefined,SAMN16425653,Aved_18-Q3-R54-62_MAXAC.344,Sphingobacteriales bacterium,Sphingobacteriales,bacterium,
GCA_016719185.1,ncbi,Contig,JADKAT000000000,undefined,SAMN16426292,Mari_18-Q3-R65-66_BATAC.31,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016717925.1,ncbi,Contig,JADKEN000000000,undefined,SAMN16426392,Rand_18-Q3-R56-63_BAT3C.197,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016720115.1,ncbi,Contig,JADJXT000000000,undefined,SAMN16426209,Lyne_18-Q3-R50-59_BAT3C.1,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016721485.1,ncbi,Contig,JADKIB000000000,undefined,SAMN16426487,Skiv_18-Q3-R9-52_BATAC.351,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016721875.1,ncbi,Contig,JADKHG000000000,undefined,SAMN16426465,Skiv_18-Q3-R9-52_BAT3C.184,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016722365.1,ncbi,Contig,JADKGH000000000,undefined,SAMN16426439,Ribe_18-Q3-R11-54_BATAC.569,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016715255.1,ncbi,Contig,JADKAR000000000,undefined,SAMN16426290,Mari_18-Q3-R65-66_BATAC.299,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016714795.1,ncbi,Contig,JADKCA000000000,undefined,SAMN16426326,OdNE_18-Q3-R46-58_BATAC.286,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016716035.1,ncbi,Contig,JADJXC000000000,undefined,SAMN16426183,Kalu_18-Q3-R12-55_MAXAC.026,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016712215.1,ncbi,Contig,JADJRM000000000,undefined,SAMN16426031,Hade_18-Q3-R52-61_BAT3C.208,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016711625.1,ncbi,Contig,JADJSP000000000,undefined,SAMN16426060,Hade_18-Q3-R52-61_MAXAC.056,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016707885.1,ncbi,Contig,JADJGU000000000,undefined,SAMN16425730,Damh_18-Q3-R51-60_BATAC.316,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016704425.1,ncbi,Contig,JADJAC000000000,undefined,SAMN16425548,AalW_18-Q3-R10-53_BATAC.245,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016705885.1,ncbi,Contig,JADJKQ000000000,undefined,SAMN16425834,EsbE_18-Q3-R3-47_BATAC.463,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016705395.1,ncbi,Contig,JADIYH000000000,undefined,SAMN16425499,AalE_18-Q3-R2-46_BAT3C.277,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016703235.1,ncbi,Contig,JADJCL000000000,undefined,SAMN16425613,Aved_18-Q3-R54-62_BATAC.490,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016703395.1,ncbi,Contig,JADJCE000000000,undefined,SAMN16425605,Aved_18-Q3-R54-62_BATAC.253,Sphingomonadales bacterium,Sphingomonadales,bacterium,
GCA_016704835.1,ncbi,Contig,JADIZJ000000000,undefined,SAMN16425527,AalE_18-Q3-R2-46_MAXAC.104,Sphingopyxis sp.,Sphingopyxis,sp.,
GCA_016707455.1,ncbi,Contig,JADJHQ000000000,undefined,SAMN16425753,Ega_18-Q3-R5-49_BATAC.204,Sterolibacteriaceae bacterium,Sterolibacteriaceae,bacterium,
GCA_016709795.1,ncbi,Contig,JADJMB000000000,undefined,SAMN16425872,EsbW_18-Q3-R4-48_BAT3C.93,Sterolibacteriaceae bacterium,Sterolibacteriaceae,bacterium,
GCA_016716805.1,ncbi,Contig,JADJUX000000000,undefined,SAMN16426122,Hirt_18-Q3-R61-65_MAXAC.231,Sterolibacteriaceae bacterium,Sterolibacteriaceae,bacterium,
GCA_016712795.1,ncbi,Contig,JADJQI000000000,undefined,SAMN16425997,Fred_18-Q3-R57-64_MAXAC.220,Streptococcus sp.,Streptococcus,sp.,
GCA_016712985.1,ncbi,Contig,JADJQA000000000,undefined,SAMN16425988,Fred_18-Q3-R57-64_BATAC.880,Sulfuritalea sp.,Sulfuritalea,sp.,
GCA_016716965.1,ncbi,Contig,JADJUP000000000,undefined,SAMN16426114,Hirt_18-Q3-R61-65_MAXAC.059,Sulfuritalea sp.,Sulfuritalea,sp.,
GCA_016719445.1,ncbi,Contig,JADJZD000000000,undefined,SAMN16426247,Lyne_18-Q3-R50-59_MAXAC.017,Sulfuritalea sp.,Sulfuritalea,sp.,
GCA_016710465.1,ncbi,Contig,JADJVS000000000,undefined,SAMN16426145,Hjor_18-Q3-R7-51_MAXAC.006,Sulfuritalea sp.,Sulfuritalea,sp.,
GCA_016706645.1,ncbi,Contig,JADJJF000000000,undefined,SAMN16425795,Ejby_18-Q3-R6-50_BATAC.262,Sulfuritalea sp.,Sulfuritalea,sp.,
GCA_016708665.1,ncbi,Contig,JADJFI000000000,undefined,SAMN16425690,Bjer_18-Q3-R1-45_MAXAC.011,Sulfuritalea sp.,Sulfuritalea,sp.,
GCA_016708585.1,ncbi,Contig,JADJFK000000000,undefined,SAMN16425692,Bjer_18-Q3-R1-45_MAXAC.014,Sulfuritalea sp.,Sulfuritalea,sp.,
GCA_016706345.1,ncbi,Contig,JADJJV000000000,undefined,SAMN16425812,EsbE_18-Q3-R3-47_BAT3C.110,Syntrophaceae bacterium,Syntrophaceae,bacterium,
GCA_016714275.1,ncbi,Contig,JADJNP000000000,undefined,SAMN16425912,EsbW_18-Q3-R4-48_MAXAC.167_sub,Tessaracoccus sp.,Tessaracoccus,sp.,
GCA_016702415.1,ncbi,Contig,JADJEA000000000,undefined,SAMN16425654,Aved_18-Q3-R54-62_MAXAC.378,Tetrasphaera sp.,Tetrasphaera,sp.,
GCA_016716625.1,ncbi,Contig,JADJVJ000000000,undefined,SAMN16426136,Hjor_18-Q3-R7-51_BAT3C.94,Tetrasphaera sp.,Tetrasphaera,sp.,
GCA_016710545.1,ncbi,Contig,JADJVP000000000,undefined,SAMN16426142,Hjor_18-Q3-R7-51_BATAC.29,Tetrasphaera sp.,Tetrasphaera,sp.,
GCA_016703545.1,ncbi,Contig,JADJBX000000000,undefined,SAMN16425598,Aved_18-Q3-R54-62_BAT3C.689,Thermoflexaceae bacterium,Thermoflexaceae,bacterium,
GCA_016709105.1,ncbi,Contig,JADJEL000000000,undefined,SAMN16425665,Bjer_18-Q3-R1-45_BAT3C.1,Thermomonas sp.,Thermomonas,sp.,
GCA_016707625.1,ncbi,Contig,JADJHF000000000,undefined,SAMN16425741,Damh_18-Q3-R51-60_MAXAC.170,Thermomonas sp.,Thermomonas,sp.,
GCA_016705465.1,ncbi,Contig,JADIYE000000000,undefined,SAMN16425496,AalE_18-Q3-R2-46_BAT3C.214,Thermomonas sp.,Thermomonas,sp.,
GCA_016704755.1,ncbi,Contig,JADIZN000000000,undefined,SAMN16425531,AalW_18-Q3-R10-53_BAT3C.180,Thermomonas sp.,Thermomonas,sp.,
GCA_016717535.1,ncbi,Contig,JADKFL000000000,undefined,SAMN16426416,Rand_18-Q3-R56-63_MAXAC.155,Thermomonas sp.,Thermomonas,sp.,
GCA_016720345.1,ncbi,Contig,JADKKV000000000,undefined,SAMN16426562,Viby_18-Q3-R106-67_BATAC.53,Thermomonas sp.,Thermomonas,sp.,
GCA_016711335.1,ncbi,Contig,JADJTF000000000,undefined,SAMN16426076,Hade_18-Q3-R52-61_MAXAC.390,Thiofilum sp.,Thiofilum,sp.,
GCA_016718265.1,ncbi,Contig,JADKDZ000000000,undefined,SAMN16426377,OdNW_18-Q3-R42-56_MAXAC.029,Uliginosibacterium sp.,Uliginosibacterium,sp.,
GCA_016719245.1,ncbi,Contig,JADKAK000000000,undefined,SAMN16426282,Mari_18-Q3-R65-66_BAT3C.310_sub,Uliginosibacterium sp.,Uliginosibacterium,sp.,
GCA_016717055.1,ncbi,Contig,JADJUN000000000,undefined,SAMN16426112,Hirt_18-Q3-R61-65_MAXAC.022,Uliginosibacterium sp.,Uliginosibacterium,sp.,
GCA_016712355.1,ncbi,Contig,JADJRF000000000,undefined,SAMN16426021,Fred_18-Q3-R57-64_MAXAC.379,Vampirovibrionales bacterium,Vampirovibrionales,bacterium,
GCA_016713835.1,ncbi,Contig,JADJOK000000000,undefined,SAMN16425943,Fred_18-Q3-R57-64_BAT3C.485,Veillonella sp.,Veillonella,sp.,
GCA_016713365.1,ncbi,Contig,JADJPG000000000,undefined,SAMN16425966,Fred_18-Q3-R57-64_BATAC.349,Verrucomicrobia bacterium,Verrucomicrobia,bacterium,
GCA_016716505.1,ncbi,Contig,JADJWF000000000,undefined,SAMN16426159,Kalu_18-Q3-R12-55_BAT3C.19,Verrucomicrobia bacterium,Verrucomicrobia,bacterium,
GCA_016721945.1,ncbi,Contig,JADKHC000000000,undefined,SAMN16426461,Skiv_18-Q3-R9-52_BAT3C.155,Verrucomicrobia bacterium,Verrucomicrobia,bacterium,
GCA_016713245.1,ncbi,Contig,JADJPM000000000,undefined,SAMN16425973,Fred_18-Q3-R57-64_BATAC.459,Verrucomicrobiaceae bacterium,Verrucomicrobiaceae,bacterium,
GCA_016713035.1,ncbi,Contig,JADJPW000000000,undefined,SAMN16425983,Fred_18-Q3-R57-64_BATAC.716,Verrucomicrobiaceae bacterium,Verrucomicrobiaceae,bacterium,
GCA_016721845.1,ncbi,Contig,JADKHK000000000,undefined,SAMN16426470,Skiv_18-Q3-R9-52_BAT3C.331,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016720385.1,ncbi,Contig,JADKKS000000000,undefined,SAMN16426559,Viby_18-Q3-R106-67_BATAC.169,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016721015.1,ncbi,Contig,JADKJL000000000,undefined,SAMN16426524,Vibo_18-Q3-R45-57_BAT3C.98,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016718605.1,ncbi,Contig,JADKCY000000000,undefined,SAMN16426350,OdNE_18-Q3-R46-58_MAXAC.230,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016707485.1,ncbi,Contig,JADJHN000000000,undefined,SAMN16425750,Ega_18-Q3-R5-49_BAT3C.216,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016708575.1,ncbi,Contig,JADJFM000000000,undefined,SAMN16425694,Bjer_18-Q3-R1-45_MAXAC.033,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016707955.1,ncbi,Contig,JADJGR000000000,undefined,SAMN16425727,Damh_18-Q3-R51-60_BATAC.285,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016705085.1,ncbi,Contig,JADIYU000000000,undefined,SAMN16425512,AalE_18-Q3-R2-46_BATAC.376,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016703225.1,ncbi,Contig,JADJCM000000000,undefined,SAMN16425614,Aved_18-Q3-R54-62_BATAC.500,Xanthomonadales bacterium,Xanthomonadales,bacterium,
GCA_016720685.1,ncbi,Contig,JADKKC000000000,undefined,SAMN16426543,Vibo_18-Q3-R45-57_MAXAC.072,Zoogloea sp.,Zoogloea,sp.,
GCA_016714095.1,ncbi,Contig,JADJNV000000000,undefined,SAMN16425924,Fred_18-Q3-R57-64_BAT3C.162,Zoogloea sp.,Zoogloea,sp.,
GCA_016703645.1,ncbi,Contig,JADJBR000000000,undefined,SAMN16425591,Aved_18-Q3-R54-62_BAT3C.309,Zoogloea sp.,Zoogloea,sp.,
GCA_016699045.1,ncbi,Complete genome,undefined,1,SAMN16425488,AalE_18-Q3-R2-46_BAT3C.1_cln,bacterium,bacterium,,
GCA_016699225.1,ncbi,Complete genome,undefined,1,SAMN16425718,Damh_18-Q3-R51-60_BAT3C.350,bacterium,bacterium,,
GCA_016699185.1,ncbi,Complete genome,undefined,1,SAMN16425676,Bjer_18-Q3-R1-45_BAT3C.298,bacterium,bacterium,,
GCA_016699125.1,ncbi,Complete genome,undefined,1,SAMN16425588,Aved_18-Q3-R54-62_BAT3C.210,bacterium,bacterium,,
GCA_016699105.1,ncbi,Complete genome,undefined,1,SAMN16425587,Aved_18-Q3-R54-62_BAT3C.16_uni,bacterium,bacterium,,
GCA_016703265.1,ncbi,Contig,JADJCK000000000,undefined,SAMN16425612,Aved_18-Q3-R54-62_BATAC.392,bacterium,bacterium,,
GCA_016703065.1,ncbi,Contig,JADJCU000000000,undefined,SAMN16425622,Aved_18-Q3-R54-62_BATAC.765,bacterium,bacterium,,
GCA_016702345.1,ncbi,Contig,JADJEG000000000,undefined,SAMN16425660,Aved_18-Q3-R54-62_MAXAC.406,bacterium,bacterium,,
GCA_016702305.1,ncbi,Contig,JADJEH000000000,undefined,SAMN16425661,Aved_18-Q3-R54-62_MAXAC.418,bacterium,bacterium,,
GCA_016699995.1,ncbi,Complete genome,undefined,1,SAMN16426161,Kalu_18-Q3-R12-55_BAT3C.2_fly,bacterium,bacterium,,
GCA_016700035.1,ncbi,Complete genome,undefined,1,SAMN16426186,Kalu_18-Q3-R12-55_MAXAC.052_cln,bacterium,bacterium,,
GCA_016699595.1,ncbi,Complete genome,undefined,1,SAMN16425942,Fred_18-Q3-R57-64_BAT3C.481,bacterium,bacterium,,
