genome_id,source,organism,genus,species,strain,closest_placement_reference,Genome,Phylum,# of Contigs,Length (bp),CheckM Completeness %,CheckM Contamination %,ncbi_mapping,Level,WGS,BioSample,Isolate,Taxonomy,bgcflow_project_name,Assigned Taxonomy,created_on,attributes,name,material,location,viewable,sequences,library,feature,basepairs,sequencing_method,country,sample,sequence_type,biome,coordinates,contig count,Genome size (bp),ctg_N50,ctg_L50,ctg_N90,ctg_L90,ctg_max,gc_avg,gc_std,CDS,Completeness (%),Contamination (%),Relative abundance (%),5S-full,5S-partial,16S-full,16S-partial,23S-full,23S-partial,Circular,Taxa (GTDB),original_genome_id,%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,Chrs
ANG_368,custom,,,,,,,,,,,,,,,,,Latescibacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3371100.0,,,,,,,,,,,,,,,,,,,,Latescibacteria_ANG_368,66.17,98.9,2.26,High,Angelo,2014.0,Meadow grassland,14_0903_16_40cm,40.0,4.0,3.0,1.0,0.0,1.0,neither,neither,,
ANG_394,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2554375.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_394,69.26,93.1,2.67,High,Rivendell,2013.0,Douglas fir,2013_60cm,60.0,2.0,2.0,1.0,0.0,1.0,neither,grassland,,
ANG_360,custom,,,,,,,,,,,,,,,,,Alphaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4899692.0,,,,,,,,,,,,,,,,,,,,Alphaproteobacteria_ANG_360,63.28,90.53,2.23,High,Rivendell,2013.0,Douglas fir,2013_60cm,60.0,4.0,2.0,1.0,0.0,1.0,shallow,neither,,
ANG_336,custom,,,,,,,,,,,,,,,,,Gammaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3000205.0,,,,,,,,,,,,,,,,,,,,Gammaproteobacteria_ANG_336,68.88,90.07,2.91,High,Sagehorn,2016.0,Garry oak,Sage2_L_40_16,40.0,6.0,2.0,0.0,1.0,1.0,shallow,neither,,
ANG_350,custom,,,,,,,,,,,,,,,,,Gammaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3649999.0,,,,,,,,,,,,,,,,,,,,Gammaproteobacteria_ANG_350,67.18,92.18,3.33,High,Sagehorn,2016.0,Garry oak,Sage2_L_20_16,20.0,5.0,2.0,0.0,1.0,1.0,shallow,neither,,
ANG_398,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3196190.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_398,69.27,94.51,3.3,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,2.0,2.0,1.0,0.0,1.0,deep,neither,,
ANG_397,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3503065.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_397,68.85,96.7,3.3,High,Angelo,2014.0,Meadow grassland,14_0929_02_20cm,20.0,2.0,2.0,1.0,0.0,1.0,neither,neither,,
ANG_400,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3865685.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_400,69.07,97.25,3.3,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_60_16,60.0,2.0,2.0,1.0,0.0,1.0,neither,neither,,
ANG_406,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3313190.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_406,69.34,90.81,3.5,High,Angelo,2014.0,Meadow grassland,14_1009_09_20cm,20.0,2.0,1.0,1.0,0.0,1.0,neither,neither,,
ANG_408,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3062194.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_408,69.48,91.66,3.5,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,2.0,1.0,1.0,0.0,1.0,neither,grassland,,
ANG_405,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3498411.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_405,69.13,92.33,4.6,High,Angelo,2014.0,Meadow grassland,14_0903_12_30cm,30.0,2.0,1.0,1.0,0.0,1.0,neither,neither,,
ANG_409,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3204634.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_409,68.76,95.08,2.3,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_40_16,40.0,2.0,1.0,1.0,0.0,1.0,shallow,grassland,,
ANG_414,custom,,,,,,,,,,,,,,,,,Armatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2864073.0,,,,,,,,,,,,,,,,,,,,Armatimonadetes_ANG_414,65.07,93.52,2.22,High,Angelo,2014.0,Meadow grassland,14_0903_09_30cm,30.0,1.0,0.0,1.0,0.0,1.0,deep,neither,,
ANG_411,custom,,,,,,,,,,,,,,,,,Dormibacteraeota,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3288169.0,,,,,,,,,,,,,,,,,,,,Dormibacteraeota_ANG_411,65.48,98.87,4.25,High,Angelo,2014.0,Meadow grassland,14_0927_09_20cm,20.0,1.0,0.0,0.0,1.0,1.0,deep,neither,,
ANG_416,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3428489.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_416,60.86,98.9,4.95,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,1.0,0.0,1.0,0.0,1.0,shallow,tree,,
ANG_419,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6729817.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_419,71.15,95.73,2.75,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,12.0,12.0,0.0,0.0,0.0,neither,grassland,,
ANG_420,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,7087923.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_420,70.89,96.55,2.56,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_80_16,80.0,11.0,11.0,0.0,0.0,0.0,neither,grassland,,
ANG_421,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,7316563.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_421,53.47,95.73,4.62,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,10.0,10.0,0.0,0.0,0.0,neither,grassland,,
ANG_427,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5204957.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_427,71.47,99.15,2.23,High,Sagehorn,2016.0,Garry oak,Sage2_L_100_16,100.0,8.0,8.0,0.0,0.0,0.0,deep,grassland,,
gp2_AA90,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6817407.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp2_AA90,57.43,93.73,3.49,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,7.0,7.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_435,custom,,,,,,,,,,,,,,,,,Nitrospirae,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2747322.0,,,,,,,,,,,,,,,,,,,,Nitrospirae_ANG_435,58.55,95.55,3.18,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,7.0,7.0,0.0,0.0,0.0,deep,tree,,
ANG_436,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,8671895.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_436,57.81,95.51,3.42,High,Angelo,2014.0,Meadow grassland,14_0903_13_20cm,20.0,6.0,6.0,0.0,0.0,0.0,shallow,tree,,
ANG_437,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6366778.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_437,57.59,98.88,1.14,High,Rivendell,2015.0,Douglas fir,15con2h3_4A,120.0,6.0,6.0,0.0,0.0,0.0,neither,tree,,
4799_66_28,custom,,,,,,,,,,,,,,,,,Alphaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5395313.0,,,,,,,,,,,,,,,,,,,,14_0903_13_30cm_Alphaproteobacteria_4799_66_28,65.52,95.17,1.73,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,6.0,6.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",
ANG_442,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,7270408.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_442,56.37,91.45,4.27,High,Sagehorn,2016.0,Garry oak,Sage2_L_60_16,60.0,6.0,5.0,0.0,0.0,0.0,deep,tree,,
ANG_465,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5674099.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_465,57.51,91.93,3.47,High,Rivendell,2016.0,Madrone,Mad1_40_16,40.0,5.0,5.0,0.0,0.0,0.0,neither,neither,,
ANG_461,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4608194.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_461,57.74,93.59,3.85,High,Angelo,2014.0,Meadow grassland,14_0929_12_40cm,40.0,5.0,5.0,0.0,0.0,0.0,neither,neither,,
ANG_459,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,7150520.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_459,57.73,94.87,2.99,High,Angelo,2014.0,Meadow grassland,14_0903_09_40cm,40.0,5.0,5.0,0.0,0.0,0.0,shallow,neither,,
ANG_466,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4597282.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_466,60.47,95.03,0.85,High,Rivendell,2016.0,Madrone,Mad1_60_16,60.0,5.0,5.0,0.0,0.0,0.0,neither,neither,,
ANG_467,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5603611.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_467,54.01,95.46,2.56,High,Sagehorn,2016.0,Garry oak,Sage2_L_60_16,60.0,5.0,5.0,0.0,0.0,0.0,neither,grassland,,
gp2_AA92,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6359352.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp2_AA92,57.49,95.73,2.56,High,Angelo,2014.0,Meadow grassland,14_0919_09_20cm,20.0,6.0,5.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_463,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6236264.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_463,55.87,95.73,4.7,High,Rivendell,2015.0,Douglas fir,15con2h1_4A,120.0,5.0,5.0,0.0,0.0,0.0,deep,tree,,
ANG_447,custom,,,,,,,,,,,,,,,,,Alphaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5912414.0,,,,,,,,,,,,,,,,,,,,Mesorhizobium_ANG_447,63.08,90.34,0.61,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,6.0,5.0,0.0,0.0,0.0,shallow,neither,,
ANG_477,custom,,,,,,,,,,,,,,,,,Alphaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4994500.0,,,,,,,,,,,,,,,,,,,,Alphaproteobacteria_ANG_477,65.35,93.54,3.61,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_40_16,40.0,5.0,5.0,0.0,0.0,0.0,deep,neither,,
ANG_457,custom,,,,,,,,,,,,,,,,,Nitrospirae,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2856937.0,,,,,,,,,,,,,,,,,,,,Nitrospirae_ANG_457,61.49,97.67,2.8,High,Angelo,2014.0,Meadow grassland,14_0903_16_30cm,30.0,6.0,5.0,0.0,0.0,0.0,deep,tree,,
gp3_AA111,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6331374.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp3_AA111,60.05,90.07,0.0,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,5.0,4.0,0.0,0.0,0.0,deep,tree,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_468,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5534249.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_468,57.11,94.02,2.56,High,Sagehorn,2016.0,Garry oak,Sage2_R_20_16,20.0,5.0,4.0,0.0,0.0,0.0,shallow,tree,,
ANG_491,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3679749.0,,,,,,,,,,,,,,,,,,,,Acidobacteriales_ANG_491,55.25,94.53,1.28,High,Sagehorn,2016.0,Garry oak,Sage2_L_40_16,40.0,4.0,4.0,0.0,0.0,0.0,deep,tree,,
ANG_490,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3257958.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_490,67.41,96.31,3.42,High,Rivendell,2013.0,Douglas fir,2013_60cm,60.0,4.0,4.0,0.0,0.0,0.0,neither,neither,,
gp4_AA15,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4342350.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp4_AA15,53.38,97.44,2.61,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,4.0,4.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_474,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4440441.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_474,68.85,93.82,1.81,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_113_16,115.0,5.0,4.0,0.0,0.0,0.0,neither,grassland,,
9660_70_8,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4479053.0,,,,,,,,,,,,,,,,,,,,14_1009_16_30cm_Actinobacteria_9660_70_8,70.16,96.93,2.14,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,4.0,4.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",
ANG_475,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6632738.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_475,68.7,98.75,2.67,High,Sagehorn,2016.0,Garry oak,Sage2_L_80_16,80.0,5.0,4.0,0.0,0.0,0.0,neither,tree,,
ANG_478,custom,,,,,,,,,,,,,,,,,Alphaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5110825.0,,,,,,,,,,,,,,,,,,,,Bradyrhizobium_ANG_478,60.37,91.49,1.61,High,Angelo,2014.0,Meadow grassland,14_0929_05_20cm,20.0,5.0,4.0,0.0,0.0,0.0,shallow,neither,,
ANG_510,custom,,,,,,,,,,,,,,,,,Alphaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4408493.0,,,,,,,,,,,,,,,,,,,,Alphaproteobacteria_ANG_510,63.52,96.29,3.28,High,Rivendell,2016.0,Madrone,Mad1_115_16,115.0,4.0,4.0,0.0,0.0,0.0,shallow,neither,,
ANG_515,custom,,,,,,,,,,,,,,,,,Dormibacteraeota,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3060363.0,,,,,,,,,,,,,,,,,,,,Dormibacteraeota_ANG_515,64.77,90.19,0.93,High,Angelo,2014.0,Meadow grassland,14_0919_09_20cm,20.0,4.0,4.0,0.0,0.0,0.0,neither,neither,,
ANG_525,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3216573.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_ANG_525,69.29,93.29,2.2,High,Angelo,2014.0,Meadow grassland,14_1009_13_40cm,40.0,4.0,4.0,0.0,0.0,0.0,neither,neither,,
ANG_527,custom,,,,,,,,,,,,,,,,,Nitrospirae,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2887636.0,,,,,,,,,,,,,,,,,,,,Nitrospirae_ANG_527,58.29,91.2,3.64,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,4.0,4.0,0.0,0.0,0.0,deep,neither,,
ANG_528,custom,,,,,,,,,,,,,,,,,Nitrospirae,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2361247.0,,,,,,,,,,,,,,,,,,,,Nitrospirae_ANG_528,62.43,94.04,2.73,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,4.0,4.0,0.0,0.0,0.0,deep,grassland,,
ANG_494,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4944344.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_494,57.32,91.03,1.5,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,4.0,3.0,0.0,0.0,0.0,deep,tree,,
gp2_AA96,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4528585.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp2_AA96,57.98,91.14,1.78,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,tree,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_492,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5054332.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_492,57.31,91.83,2.56,High,Angelo,2014.0,Meadow grassland,14_1009_05_20cm,20.0,4.0,3.0,0.0,0.0,0.0,shallow,neither,,
gp2_AA102,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6649346.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp2_AA102,57.42,92.31,3.42,High,Angelo,2014.0,Meadow grassland,14_0903_13_20cm,20.0,5.0,3.0,0.0,0.0,0.0,shallow,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",
gp2_AA82,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6168009.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp2_AA82,57.36,94.44,4.27,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,4.0,3.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_546,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4201767.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_546,69.39,95.73,1.78,High,Sagehorn,2016.0,Garry oak,Sage2_L_100_16,100.0,3.0,3.0,0.0,0.0,0.0,deep,tree,,
ANG_547,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3759054.0,,,,,,,,,,,,,,,,,,,,Acidobacteriales_ANG_547,56.27,97.22,0.85,High,Sagehorn,2016.0,Garry oak,Sage2_L_60_16,60.0,3.0,3.0,0.0,0.0,0.0,deep,tree,,
gp1_AA121,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,7479097.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp1_AA121,57.47,98.81,1.57,High,Angelo,2014.0,Meadow grassland,14_0903_12_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_542,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6999201.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_542,57.18,98.81,2.14,High,Angelo,2014.0,Meadow grassland,14_0929_12_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,neither,,
ANG_556,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6565401.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_556,72.77,91.59,3.7,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,3.0,3.0,0.0,0.0,0.0,neither,grassland,,
ANG_555,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,6732582.0,,,,,,,,,,,,,,,,,,,,Streptosporangiales_ANG_555,67.84,93.71,2.86,High,Rivendell,2013.0,Douglas fir,2013_40cm,40.0,3.0,3.0,0.0,0.0,0.0,shallow,grassland,,
ANG_560,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5269163.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_560,69.11,96.42,0.58,High,Sagehorn,2016.0,Garry oak,Sage2_R_80_16,80.0,3.0,3.0,0.0,0.0,0.0,neither,neither,,
ANG_481,custom,,,,,,,,,,,,,,,,,Bacteroidetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,7057923.0,,,,,,,,,,,,,,,,,,,,Bacteroidetes_ANG_481,36.41,97.54,2.76,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,5.0,3.0,0.0,0.0,0.0,neither,grassland,,
ANG_569,custom,,,,,,,,,,,,,,,,,Betaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3100598.0,,,,,,,,,,,,,,,,,,,,Betaproteobacteria_ANG_569,66.43,94.73,2.46,High,Angelo,2014.0,Meadow grassland,14_0927_05_20cm,20.0,3.0,3.0,0.0,0.0,0.0,neither,grassland,,
ANG_482,custom,,,,,,,,,,,,,,,,,Deltaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5864584.0,,,,,,,,,,,,,,,,,,,,Deltaproteobacteria_ANG_482,53.22,93.2,3.87,High,Rivendell,2016.0,Madrone,Mad1_60_16,60.0,5.0,3.0,0.0,0.0,0.0,neither,grassland,,
ANG_575,custom,,,,,,,,,,,,,,,,,Deltaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4678245.0,,,,,,,,,,,,,,,,,,,,Deltaproteobacteria_ANG_575,72.39,95.27,1.64,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,3.0,3.0,0.0,0.0,0.0,neither,grassland,,
ANG_576,custom,,,,,,,,,,,,,,,,,Deltaproteobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4715046.0,,,,,,,,,,,,,,,,,,,,Deltaproteobacteria_ANG_576,71.7,97.74,1.29,High,Sagehorn,2016.0,Garry oak,Sage2_R_80_16,80.0,3.0,3.0,0.0,0.0,0.0,neither,tree,,
8698_65_8,custom,,,,,,,,,,,,,,,,,Dormibacteraeota,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3334590.0,,,,,,,,,,,,,,,,,,,,14_1009_12_40cm_Bacteria_8698_65_8,65.45,93.21,3.07,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,3.0,3.0,0.0,0.0,0.0,deep,tree,"Diamond et al., 2019",
AG11,custom,,,,,,,,,,,,,,,,,Gemmatimonadetes,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4983587.0,,,,,,,,,,,,,,,,,,,,Gemmatimonadetes_AG11,68.39,93.41,2.2,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_591,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,5023376.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_591,53.78,92.5,3.42,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,2.0,2.0,0.0,0.0,0.0,neither,neither,,
ANG_593,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4902321.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_ANG_593,54.67,93.11,3.42,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_60_16,60.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,
gp4_AA20,custom,,,,,,,,,,,,,,,,,Acidobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,4762992.0,,,,,,,,,,,,,,,,,,,,Acidobacteria_gp4_AA20,53.45,93.59,4.33,High,Angelo,2014.0,Meadow grassland,14_0903_12_40cm,40.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,"Crits-Christoph et al., 2018; Diamond et al., 2019",
ANG_604,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,3397127.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_604,68.22,92.24,1.81,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,
ANG_606,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2953389.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_606,69.07,95.55,2.16,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,
ANG_600,custom,,,,,,,,,,,,,,,,,Actinobacteria,Sharrar_et_al,,,,,,,,,,,,,,,,,,,2663373.0,,,,,,,,,,,,,,,,,,,,Actinobacteria_ANG_600,70.13,96.26,1.44,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_100_16,100.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,
